KI133588.CDS.2	0.92014	0.72695	0.94625	0.74057	0.94853	0.95909
KP82908995.CDS.2	0.07857	0.11468	0.56820	0.85596	0.08034	0.06127
F20658.CDS.1	0.65086	0.30932	0.58245	0.11472	0.46749	0.13940
HG469507.CDS.1	0.41915	0.76668	0.44118	0.64899	0.06597	0.80801
IO369827.CDS.1	0.50098	0.54525	0.11821	0.90838	0.63822	0.24701
NI624242.CDS.2	0.98220	0.94342	0.76197	0.83981	0.18913	0.30348
X59246.CDS.3	0.88093	0.66520	0.05479	0.64694	0.82016	0.81640
JH17564048.CDS.2	0.45158	0.38810	0.50159	0.69493	0.50774	0.54003
GU64225860.CDS.1	0.56625	0.98238	0.03552	0.88842	0.00546	0.62822
AN962118.CDS.2	0.27014	0.65914	0.28345	0.98326	0.26317	0.54829
H12700.CDS.1	0.75509	0.38112	0.86850	0.51163	0.10341	0.25367
E95680	0.61820	0.42893	0.74936	0.39596	0.84598	0.41107
O58288.CDS.1	0.17327	0.06241	0.29904	0.54023	0.41737	0.70751
I22922.CDS.1	0.95967	0.78575	0.76644	0.46958	0.45801	0.40586
D61388.CDS.1	0.21382	0.43601	0.42444	0.91731	0.26588	0.16238
YU29714518.CDS.1	0.43077	0.28628	0.72554	0.04467	0.23276	0.21183
WB72501387.CDS.2	0.90158	0.40577	0.39192	0.98332	0.87157	0.24971
CJ441230.CDS.2	0.27416	0.68151	0.31592	0.48851	0.72444	0.15542
UX59723196.CDS.2	0.30284	0.13092	0.91304	0.12981	0.33266	0.60150
KI92481370.CDS.1	0.48351	0.79043	0.08415	0.95968	0.17862	0.68714
ZJ89462596.CDS.1	0.18015	0.24994	0.49230	0.07934	0.32237	0.88723
ZA716123.CDS.1	0.09099	0.08169	0.22148	0.72966	0.38043	0.40064
TX06189437.CDS.1	0.14003	0.89658	0.06408	0.69042	0.23348	0.21164
GH32834275.CDS.1	0.07625	0.47900	0.11182	0.69318	0.60511	0.12636
YH20468158.CDS.3	0.93798	0.26389	0.01237	0.41188	0.31687	0.37613
JP93779183.CDS.1	0.17828	0.79903	0.10117	0.85398	0.96340	0.49416
GE594898	0.93803	0.51234	0.29312	0.11955	0.45049	0.03252
GW97412385.CDS.3	0.28007	0.32141	0.90133	0.39334	0.21998	0.98762
HI33445276.CDS.2	0.13454	0.09908	0.13881	0.01162	0.46694	0.57395
LS82797040.CDS.2	0.76244	0.53010	0.71183	0.71922	0.30670	0.85441
TG451157.CDS.3	0.80668	0.09983	0.87417	0.95999	0.07267	0.47148
T78417.CDS.1	0.31555	0.61866	0.04015	0.46070	0.75185	0.64473
D92004.CDS.3	0.81859	0.71178	0.53800	0.31543	0.39288	0.55045
US14552426.CDS.1	0.99844	0.15095	0.82064	0.04965	0.11155	0.96579
RT56523473.CDS.1	0.12084	0.28284	0.70792	0.05149	0.78688	0.95890
BP00260780.CDS.3	0.04452	0.50673	0.41074	0.60154	0.61434	0.82968
N10099.CDS.1	0.25531	0.49172	0.65920	0.02785	0.19737	0.95678
WU392565.CDS.1	0.77227	0.29629	0.06366	0.92260	0.17417	0.14384
MM196449.CDS.3	0.46149	0.91229	0.35336	0.25444	0.03526	0.71540
G10774.CDS.2	0.84120	0.82002	0.87617	0.93194	0.81414	0.19905
YZ87565881.CDS.1	0.55321	0.12878	0.24821	0.20549	0.80344	0.89205
ZH79218185.CDS.1	0.08564	0.39394	0.79851	0.33846	0.32735	0.34232
NW743016.CDS.1	0.50463	0.78445	0.03409	0.15409	0.94064	0.77312
FZ96257125.CDS.1	0.47957	0.73389	0.93216	0.95267	0.40050	0.91438
OY039854.CDS.1	0.03513	0.01602	0.18928	0.39939	0.89338	0.55480
H93453.CDS.1	0.66874	0.89097	0.64234	0.71203	0.96100	0.34919
UW520708.CDS.1	0.06038	0.49171	0.58703	0.10705	0.23773	0.57640
IW026401.CDS.2	0.62700	0.55737	0.06711	0.25056	0.39905	0.29133
GO42147430.CDS.1	0.43764	0.23957	0.74280	0.82033	0.32105	0.47267
PF24863745.CDS.2	0.08180	0.36796	0.85873	0.63963	0.02186	0.06148
CN78936087	0.52596	0.00755	0.71301	0.45601	0.60161	0.57745
UZ502474.CDS.1	0.35749	0.78133	0.92327	0.81486	0.41449	0.86046
SY66749891.CDS.2	0.03566	0.78215	0.42072	0.17757	0.07061	0.28663
UE337718.CDS.3	0.83245	0.33243	0.59545	0.78151	0.82744	0.95553
DO54480255.CDS.1	0.08420	0.76737	0.17438	0.58015	0.35578	0.08594
FT60540334.CDS.2	0.67661	0.89797	0.58850	0.34988	0.52823	0.18594
U27940	0.91683	0.90157	0.84373	0.74815	0.63869	0.76941
J06710.CDS.3	0.81700	0.02795	0.94166	0.16357	0.86268	0.72842
N36460.CDS.1	0.82419	0.13567	0.75687	0.20034	0.27309	0.21022
TH12604576.CDS.2	0.25866	0.36735	0.70419	0.38594	0.34198	0.01834
RR01004866	0.90269	0.68710	0.79515	0.02138	0.38922	0.87216
BR689010.CDS.1	0.01954	0.04183	0.61136	0.20728	0.74370	0.37281
T90064.CDS.1	0.73199	0.87032	0.25004	0.08536	0.39753	0.74000
XU193656.CDS.2	0.84019	0.82509	0.10384	0.84086	0.86478	0.86704
C88083.CDS.1	0.46490	0.60299	0.96559	0.12784	0.81445	0.12165
RZ535524.CDS.1	0.58439	0.69763	0.46328	0.79715	0.70162	0.75949
RM85412937.CDS.1	0.20705	0.34492	0.40039	0.09922	0.72553	0.79627
FE64290642.CDS.1	0.61729	0.49487	0.89951	0.92079	0.34139	0.21592
YE01411120.CDS.1	0.57438	0.30318	0.22714	0.99785	0.62669	0.22363
YX136926.CDS.1	0.43544	0.26110	0.52762	0.08755	0.08018	0.94803
BD473077.CDS.2	0.49026	0.18186	0.12017	0.13994	0.94576	0.23654
E29461.CDS.1	0.06053	0.66505	0.88662	0.46761	0.06553	0.47056
BD13664379.CDS.1	0.21918	0.32724	0.13651	0.85372	0.76263	0.55640
BZ848539.CDS.1	0.91722	0.11694	0.12335	0.84902	0.78118	0.17579
GQ83402456.CDS.1	0.99054	0.27423	0.87819	0.72734	0.28626	0.08230
E27818.CDS.2	0.60574	0.47452	0.20820	0.94081	0.03258	0.90742
E70758.CDS.1	0.32744	0.69388	0.00463	0.94788	0.88202	0.75304
TC218387.CDS.1	0.11588	0.82294	0.39895	0.76874	0.52949	0.78692
IS048784.CDS.2	0.75735	0.02338	0.03779	0.02448	0.03708	0.37517
TS404280.CDS.1	0.76989	0.66697	0.17492	0.53104	0.44746	0.94743
SA07145317.CDS.2	0.31760	0.36822	0.21162	0.00936	0.39396	0.15572
WN96155839.CDS.2	0.53950	0.75345	0.92674	0.42325	0.27966	0.98978
MC96637177.CDS.1	0.56483	0.88941	0.45170	0.76494	0.61990	0.49122
B33445	0.02943	0.18180	0.15219	0.31414	0.30905	0.28878
JX57803795.CDS.2	0.79912	0.61143	0.91963	0.13977	0.70362	0.76929
PS49455337.CDS.2	0.61449	0.59363	0.89584	0.66187	0.13391	0.72931
XJ47078914.CDS.1	0.80150	0.19820	0.25333	0.37097	0.13765	0.17852
U71904.CDS.1	0.06539	0.99187	0.62929	0.69393	0.79121	0.45006
L10505.CDS.1	0.61229	0.44472	0.59458	0.87255	0.37922	0.33471
ZO66619821.CDS.1	0.33135	0.44259	0.46612	0.18043	0.81611	0.94349
KT992549.CDS.3	0.92190	0.61633	0.97881	0.12714	0.55070	0.52396
R02743.CDS.1	0.39272	0.54743	0.97201	0.64472	0.43623	0.72425
NZ96214933.CDS.1	0.35895	0.89592	0.99341	0.88092	0.87913	0.27219
RF511273.CDS.2	0.33882	0.76992	0.10801	0.68345	0.45427	0.33878
M01133.CDS.1	0.76146	0.18699	0.40173	0.37526	0.49921	0.92276
PF57232486.CDS.2	0.25336	0.58409	0.16002	0.33771	0.52411	0.39813
J37410.CDS.2	0.39383	0.57319	0.03835	0.99565	0.82384	0.87212
RY317768.CDS.1	0.61886	0.55198	0.01290	0.30011	0.11594	0.93407
OF26653891.CDS.1	0.10515	0.46284	0.57509	0.19579	0.76872	0.15531
R28601.CDS.1	0.10438	0.05917	0.94123	0.96118	0.08079	0.41489
ID42027429	0.40817	0.77053	0.35391	0.77799	0.30100	0.26519
B59094.CDS.1	0.75974	0.27706	0.05183	0.08041	0.94087	0.96658
AB57017858.CDS.1	0.15395	0.06534	0.46520	0.50919	0.75555	0.46452
E64054.CDS.2	0.33968	0.92628	0.03711	0.57728	0.56086	0.04365
U83045.CDS.1	0.88446	0.51017	0.24047	0.85641	0.51460	0.82740
PM67249980.CDS.2	0.10242	0.05010	0.88454	0.85014	0.10232	0.31468
